selection,mass,rinv,obs_limit,exp_limit,exp_p1,exp_m1,exp_p2,exp_m2,xs,obs_xs_limit,exp_xs_limit
ATLAS,1000,6,0.07547680457430382,0.8216518202792465,1.1448434421156761,0.5916201001546315,1.5381688593637595,0.4403341725244416,9552.0,720.9544372937501,7848.418187307363
ATLAS,1000,8,0.05175977434629998,0.5518897627721844,0.7689529773195372,0.3979959589591772,1.0322925030074575,0.2969069513460567,9554.0,494.51288410455004,5272.75479352545
ATLAS,2000,4,1.3186274765086312,9.768375110024968,13.651198168844685,7.0181045452313615,18.39164725052602,5.224072393206201,146.8,193.57451355146708,1433.9974661516653
ATLAS,2000,6,1.1338852915629205,8.227906797702511,11.494285958698024,5.912265510177847,15.490033308694278,4.391243480834374,146.1,165.66064109734268,1202.097183144337
ATLAS,3000,2,50.1532570827877,293.3824218841597,410.39309078872895,210.58031255540786,500.0,156.49614359763112,14.24,714.1823808588969,4177.7656876304345
ATLAS,3000,4,34.78399440288739,182.80150805872074,256.6065260553867,130.85376073976204,347.7458118817396,97.08677661215458,14.2,493.9327205210009,2595.7814144338345
