Model,Signal Yield,Best-fit Mu,Obs_Limit,Exp_m2,Exp_m1,Exp_med,Exp_p1,Exp_p2
1000_2,4.84894719,1.4106122085323693,4.682582716805682,1.9011698536404704,2.55275971191525,3.6198474056299887,5.080232028596156,6.978507229841288
1000_4,12.1084065,1.2689701929563398e-15,2.134168718065935,1.4116092740171717,1.8839290504043502,2.608500321943513,3.643279672820952,4.912213845952707
1000_6,36.370911599999985,0.45770962132490245,1.6537038075502353,0.6673149528253859,0.8933296021188668,1.2504395586586756,1.7559286810203727,2.3827605572515975
1000_8,65.48134850999998,0.5890904431307571,1.3965338178577948,0.5138393020101889,0.6862670766665985,0.9486278325757391,1.3068223459845916,1.7466408895487051
2000_2,1.039850658,2.0170532338450916e-16,37.74834906143181,21.253296247922492,28.4946716437405,39.13555509446039,54.120290826818426,72.19763204656397
2000_4,3.2047423560000006,0.5991466484551553,15.642900917123654,8.359215322144474,11.165498998859439,15.421522618349762,21.384842416098103,28.659534713637957
2000_6,5.303405893500003,9.659277429183235e-15,9.013498954032654,5.806249608381942,7.740381307258139,10.65534287365313,14.692214666076403,19.516284882759955
2000_8,5.7907375244999955,0.0,9.469714620192144,5.9172946094539425,7.901222200568649,10.848908484274,14.933551048824633,19.795904655822778
3000_2,0.032532775199999996,0.9832961041932985,754.3167954932,586.9171943249885,786.2544066749576,1088.4047427740345,1509.5862097875638,2018.2262546742859
3000_4,0.16220695499999985,1.0260416123369258,215.76572804969067,119.50301562522681,159.75180357842441,220.71305527932913,305.6046627741229,409.5529651771875
3000_6,0.2128211095499999,52.87877556760205,217.82719463371438,99.19806810439812,131.7291076337825,182.14413279896525,251.425781723229,335.9951645832739
3000_8,0.35474331060000025,1.0487083462208358,122.87496852074435,69.0565063850875,92.16965217847331,126.85988537913015,175.16229020055576,234.1010020384884
