Model,Signal Yield,Best-fit Mu,Obs_Limit,Exp_m2,Exp_m1,Exp_med,Exp_p1,Exp_p2
1000_2,256.99420106999963,2.2209118685077626e-16,0.4954512745444451,0.6494497044104668,0.8642244027403151,1.1868249509422113,1.6367889928549717,2.169914972247375
1000_4,612.6853689000011,5.135107923645977e-16,0.5787458181616157,0.3943542560900454,0.5289067362186626,0.7238188033215287,0.991179942911192,1.3098769906684251
1000_6,1074.154255919995,0.0,0.18353352918583593,0.2817459474104364,0.3719055640383,0.4977648219149068,0.6866188640500787,0.9004465246747226
1000_8,1557.0009534599853,0.0,0.29319945811216475,0.19898012065794105,0.2769737948119341,0.3735749764989897,0.49784503205909103,0.6661719043507828
2000_2,11.884007520000056,1.0921324721250611e-15,16.651910513909122,6.196656594493156,8.302068216988147,11.486137413659742,15.913270447638048,21.217978250261258
2000_4,26.12237664599951,1.7252307987113513,6.767540341564593,3.11622701527373,4.14706801117614,5.735834354438131,7.92254439274192,10.580178597776355
2000_6,42.538507411500376,1.5802376585699658,4.702650064133516,1.9849837079101846,2.660953450424665,3.6708018258512705,5.079846088547312,6.773166630176136
2000_8,52.30105611299872,0.8965372128013332,3.7142449440903142,1.73150498936751,2.305796890803633,3.18984415343088,4.409256134111052,5.885163787943337
3000_2,0.31086874080000043,1.0257675484054776,443.00777208719757,165.8426810780072,221.95866347619926,305.38658691819654,423.2930329038878,567.1185760015218
3000_4,0.8506853639999972,7.774296530033973,190.50180312166532,54.17906704404745,71.12211649700563,98.56233713937489,136.81918908885677,182.2687550236213
3000_6,1.4608906672499915,0.0,121.38958739378678,38.530556708063415,50.82214121335808,70.5633327963405,97.56830669853791,130.29943301494595
3000_8,1.7483777451000129,25.230124073403218,65.81007323136416,26.358419226756002,34.624409766831235,48.039169725196906,66.83262840161434,89.18713775458787
