Model,Signal Yield,Best-fit Mu,Obs_Limit,Exp_m2,Exp_m1,Exp_med,Exp_p1,Exp_p2
1000_2,9.69789438,0.31899482432781046,3.26225059083335,1.6427900971910887,2.216315541754902,3.0730020076377498,4.282804783068945,5.7810111853302
1000_4,31.481856899999997,0.21671846908818232,1.6062163456905028,0.7727862490600735,1.0396845823899619,1.4464528901325495,2.017190291036341,2.7109096960717083
1000_6,55.76873111999997,0.4332606429326805,1.3578182026739791,0.5501179455429667,0.7374024477975222,1.0276027214113188,1.4447764743307043,1.961979172717814
1000_8,92.15893494000002,0.389358250243036,1.2273881466902254,0.5139588995823361,0.6865932855913619,0.9495151930284702,1.3082972031684807,1.747034254284364
2000_2,2.0425637925,4.736196514220916e-15,21.305925598345755,12.152080252742415,16.24985310763552,22.445444468813395,31.061638483466556,41.44470142173255
2000_4,5.067964656,8.643037308010585e-17,11.938163087375072,6.5897220220910055,8.77988713327101,12.129561931698937,16.755870264948562,22.326538354743978
2000_6,8.344519762499992,5.786021209750437e-18,7.039707977994827,3.872146223758835,5.1925672832310035,7.161240525657621,9.902830003825644,13.194302966450023
2000_8,9.847942159500011,0.0,6.525911961115378,3.8492983390988247,5.136951508651865,7.071459502480925,9.761681236188549,12.982747162569463
3000_2,0.057836044800000014,1.0018762278753954,628.6340764248644,389.8664998745609,520.3910382020767,719.8587383353382,1002.4171780999689,1347.4612979192223
3000_4,0.23069433599999958,60.1877324830726,211.74875051700053,92.28116955767902,122.4632929102927,170.01985278774762,235.53415664264844,314.7867791070768
3000_6,0.36792801990000046,40.20018264984068,148.86958468596225,65.16475910664919,87.1090322743755,120.36373859811837,167.01948869472741,223.7551754054154
3000_8,0.510395987700001,14.41409617839312,105.05028398039838,52.1442342727837,69.39564362139026,95.45134906606711,132.48991565883432,177.18302468572804
